start	end	locality_key	plot	life_condition	coordinates	_coordinates_latitude	_coordinates_longitude	_coordinates_altitude	_coordinates_precision	person_key	tree_number	sampled	photo_tree	tree_diameter_category	tree_heigth	tree_nodes	tree_health	tree_health/healthy	tree_health/ozone	tree_health/fungi	tree_health/drougth	tree_health/worm	tree_health/insect	tree_health/acid_rain	tree_health/other	ozone_damage_percentage	ozone_damage_percentage/less_10	ozone_damage_percentage/10-40	ozone_damage_percentage/50	ozone_damage_percentage/50-70	ozone_damage_percentage/70-100	ozone_damage_percentage/option_6	other_damages_percentage	other_damages_percentage/less_10	other_damages_percentage/10-40	other_damages_percentage/50	other_damages_percentage/50-70	other_damages_percentage/70-100	other_damages_percentage/option_6	photo_health	bud	photo_bud	branch_nodes	nodes_with_leaves	photo_branch	cones	cone_sex	photo_cones	tree_exposition	surronding_vegetation	surronding_vegetation/fir	surronding_vegetation/pine	surronding_vegetation/oak	surronding_vegetation/bush	surronding_vegetation/grass	surronding_vegetation/other	reforested	reforestation_code	__version__	_version_	_Se_colectaron_ac_culas	_id	_uuid	_submission_time	_validation_status	_index							
2020-12-18T12:44:37.977-06:00	2021-01-13T23:30:57.800-06:00	CX	25	alive	19.3069036 -99.2914439 3076.9 4.6	19.3069036	-99.2914439	3076.9	4.6	F	81	yes	1608317118116.jpg	1_cm	1.3	7	healthy other	1	0	0	0	0	0	0	1															1608317174079.jpg	closed	1608317200427.jpg	6	3	1608317244241.jpg	no			cover	grass other	0	0	0	0	1	1	yes	SRX 2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7990	0428e1da-0fa8-4078-8347-db42c8d94fa7	2020-12-19T00:08:37		1446	0	0	0	1	0	0	0
2020-12-19T13:40:30.188-06:00	2021-01-13T23:31:30.806-06:00	CX	32	alive	19.2982267 -99.3003105 3414.9 4.82	19.2982267	-99.3003105	3414.9	4.82	F	97	yes	1608406883567.jpg	0.5_cm	0.4	8	drougth other	0	0	0	1	0	0	0	1								50	0	0	1	0	0	0	1608406963696.jpg	not_visible	1608406988497.jpg	2	1	1608407022054.jpg	no			cover	fir other grass	1	0	0	0	1	1	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8331	bbfe25b7-b916-41a4-b53a-c9f6d903bfc7	2020-12-20T03:46:51		1447	0	0	0	1	0	0	0
2020-12-19T14:20:44.684-06:00	2021-01-13T23:32:05.414-06:00	CX	32	alive	19.29797 -99.3002577 3441.1 4.66	19.29797	-99.3002577	3441.1	4.66	F	104	yes	1608409287202.jpg	0.5_cm	1.2	8	healthy drougth	1	0	0	1	0	0	0	0															1608409334699.jpg	not_visible	1608409352230.jpg	3	3	1608409387513.jpg	no			cover	bush grass other	0	0	0	1	1	1	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8338	7c7f5ee0-28cf-4f87-842e-d3136362613b	2020-12-20T03:50:46		1448	0	0	0	1	0	0	0
2020-12-19T13:18:16.198-06:00	2021-01-26T23:23:26.858-06:00	CX	32	alive	19.2981336 -99.3002683 3423.7 4.92	19.2981336	-99.3002683	3423.7	4.92	F	96	yes	1608405719789.jpg	0.5_cm	1	7	drougth other	0	0	0	1	0	0	0	1								less_10	1	0	0	0	0	0	1608406005860.jpg	open	1608406021630.jpg	3	3	1608406074459.jpg	no			cover	grass other fir	1	0	0	0	1	1	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8329	bb3c4ede-aab7-4277-a288-816e806988eb	2020-12-20T03:46:15		1449	0	0	0	1	0	0	0
2020-12-19T14:13:51.342-06:00	2021-01-13T23:33:24.351-06:00	CX	32	alive	19.2979915 -99.3002773 3441.1 4.92	19.2979915	-99.3002773	3441.1	4.92	F	102	yes	1608408897632.jpg	0.5_cm	0.7	7	drougth other	0	0	0	1	0	0	0	1								Oct-40	0	1	0	0	0	0	1608408968407.jpg	not_visible	1608408988522.jpg	5	1	1608409016576.jpg	no			cover	grass other bush	0	0	0	1	1	1	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8336	3f0f012b-9c05-45be-8b32-fa1f83e0f086	2020-12-20T03:49:40		1450	0	0	0	1	0	0	0
2020-12-18T12:07:44.980-06:00	2021-01-13T23:33:37.680-06:00	CX	27	alive	19.3077598 -99.2910958 3042.4 4.966	19.3077598	-99.2910958	3042.4	4.966	A	57	yes	1608314993434.jpg	1_cm	1.75	7	healthy	1	0	0	0	0	0	0	0															1608315231896.jpg	closed	1608315252972.jpg	4	4	1608315306615.jpg	no			cover	grass	0	0	0	0	1	0	yes	SRX 2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7966	e69ab69b-d809-4efe-a9db-884af4e8613c	2020-12-18T21:58:05		1451	0	0	0	1	0	0	0
2020-12-18T12:17:16.846-06:00	2021-01-13T23:33:49.513-06:00	CX	27	alive	19.3077918 -99.2910448 3055.3 4.92	19.3077918	-99.2910448	3055.3	4.92	A	58	yes	1608315560139.jpg	0.5_cm	1.2	5	drougth	0	0	0	1	0	0	0	0								less_10	1	0	0	0	0	0	1608315780228.jpg	closed	1608315657190.jpg	3	3	1608315837397.jpg	no			cover	grass other	0	0	0	0	1	1	yes	SRX 2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7967	c7741c45-a94c-41fa-9b96-434a247b1081	2020-12-18T21:58:35		1452	0	0	0	1	0	0	0
2020-12-18T12:25:38.189-06:00	2021-01-13T23:34:01.370-06:00	CX	27	alive	19.3077694 -99.291038 3065.0 5.0	19.3077694	-99.291038	3065	5	A	59	yes	1608316125611.jpg	0.5_cm	1	4	drougth	0	0	0	1	0	0	0	0								Oct-40	0	1	0	0	0	0	1608316238768.jpg	closed	1608316260893.jpg	4	4	1608316329541.jpg	no			exposed	other	0	0	0	0	0	1	yes	SRX 2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7968	ced07682-c339-4314-b813-dd2bafb8b915	2020-12-18T21:58:51		1453	0	0	0	1	0	0	0
2020-12-18T12:33:22.598-06:00	2021-01-13T23:34:19.499-06:00	CX	27	alive	19.3077838 -99.2909314 3042.1 4.72	19.3077838	-99.2909314	3042.1	4.72	A	60	yes	1608316469546.jpg	1_cm	0.75	5	drougth	0	0	0	1	0	0	0	0								less_10	1	0	0	0	0	0	1608316647356.jpg	closed	1608316680173.jpg	3	3	1608316734903.jpg	no			cover	other	0	0	0	0	0	1	yes	SRX 2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7970	1fe70b39-4897-4385-98ed-ad4d53c1a632	2020-12-18T21:59:07		1454	0	0	0	1	0	0	0
2020-12-18T12:48:58.723-06:00	2021-01-13T23:34:34.246-06:00	CX	27	alive	19.3076633 -99.290899 2983.0 4.92	19.3076633	-99.290899	2983	4.92	A	62	yes	1608317408681.jpg	0.5_cm	0.7	3	drougth	0	0	0	1	0	0	0	0								50	0	0	1	0	0	0	1608317508284.jpg	not_visible	1608317563914.jpg	3	2	1608317614058.jpg	no			exposed	other fir	1	0	0	0	0	1	yes	SRX 2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7973	64831836-77bf-4535-8927-562e42c9c458	2020-12-18T21:59:56		1455	0	0	0	1	0	0	0
2020-12-18T12:19:20.965-06:00	2021-01-13T23:34:47.339-06:00	CX	25	alive	19.30691002 -99.29131291 3031.0 5.0	19.30691002	-99.29131291	3031	5	I	67	yes	1608315849510.jpg	1_cm	1.1	8	drougth	0	0	0	1	0	0	0	0								Oct-40	0	1	0	0	0	0	1608315960312.jpg	closed	1608316004435.jpg	4	2	1608316069975.jpg	no			exposed	bush grass other	0	0	0	1	1	1	yes	SRX 2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8041	7665f88d-cf87-4098-be37-886c8e345f26	2020-12-19T00:21:49		1456	0	0	0	1	0	0	0
2020-12-18T12:38:17.645-06:00	2021-01-13T23:35:01.162-06:00	CX	25	alive	19.30678801 -99.29122521 3034.0 5.0	19.30678801	-99.29122521	3034	5	I	69	yes	1608317034316.jpg	1_cm	1.2	8	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608317196251.jpg	closed	1608317256517.jpg	5	3	1608317335720.jpg	no			exposed	grass other	0	0	0	0	1	1	yes	SRX 2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8043	64fda780-a45a-4ec8-8379-206070e2fe3e	2020-12-19T00:22:15		1457	0	0	0	1	0	0	0
2020-12-16T10:49:42.610-06:00	2021-01-13T23:35:30.980-06:00	CX	9	alive	19.29090119 -99.30254871 3500.0 5.0	19.29090119	-99.30254871	3500	5	I	25	yes	1608137598393.jpg	2_cm	2	8	drougth	0	0	0	1	0	0	0	0								less_10	1	0	0	0	0	0	1608137813127.jpg	closed	1608137893340.jpg	4	4	1608138008973.jpg	no			cover	fir bush grass	1	0	0	1	1	0	yes	SRX 2014	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7824	6988e7be-7166-4455-84d7-ed154556b93f	2020-12-17T22:59:06		1458	0	0	0	1	0	0	0
2020-12-18T12:08:24.919-06:00	2021-01-13T23:35:45.687-06:00	CX	25	alive	19.3069284 -99.29133974 3040.0 4.0	19.3069284	-99.29133974	3040	4	I	66	yes	1608315302968.jpg	1_cm	1.4	8	ozone drougth	0	1	0	1	0	0	0	0	less_10	1	0	0	0	0	0								1608315382093.jpg	closed	1608315403451.jpg	4	3	1608315491986.jpg	no			exposed	bush grass other	0	0	0	1	1	1	yes	SRX 2014	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8040	1245ead4-8079-49ca-a8c9-440a9def081b	2020-12-19T00:21:33		1459	0	0	0	1	0	0	0
2020-12-15T11:36:17.604-06:00	2021-01-13T23:35:59.702-06:00	CX	2	alive	19.2905704 -99.2991761 3485.9 5.0	19.2905704	-99.2991761	3485.9	5	A	3	yes	1608054182872.jpg	10_cm	3.5	9	healthy	1	0	0	0	0	0	0	0															1608054648544.jpg	closed	1608054676174.jpg	5	5	1608054799493.jpg	no			cover	grass	0	0	0	0	1	0	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7078	d8a8336b-8cd3-48bc-a54a-15b4ddc6b8f8	2020-12-15T23:34:36	validation_status_approved	1460	0	0	0	1	0	0	0
2020-12-15T11:55:41.568-06:00	2021-01-13T23:36:11.009-06:00	CX	2	alive	19.2908661 -99.2991288 3503.1 4.9	19.2908661	-99.2991288	3503.1	4.9	A	4	yes	1608055293715.jpg	6_cm	3.4	8	healthy	1	0	0	0	0	0	0	0															1608055521561.jpg	closed	1608055573950.jpg	4	4	1608055671051.jpg	no			cover	grass	0	0	0	0	1	0	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7175	982324b0-e6b8-4760-bbbe-d9463d4584f3	2020-12-16T00:20:32	validation_status_approved	1461	0	0	0	1	0	0	0
2020-12-15T12:09:58.232-06:00	2021-01-13T23:36:21.802-06:00	CX	2	alive	19.2907692 -99.2991942 3508.4 4.966	19.2907692	-99.2991942	3508.4	4.966	A	5	yes	1608056098577.jpg	6_cm	3.6	9	healthy	1	0	0	0	0	0	0	0															1608056303799.jpg	closed	1608056351238.jpg	5	4	1608056419735.jpg	no			cover	pine	0	1	0	0	0	0	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7176	3019a90d-5c2b-4c35-809b-7000232116d9	2020-12-16T00:20:57	validation_status_approved	1462	0	0	0	1	0	0	0
2020-12-15T10:14:05.063-06:00	2021-01-13T23:36:33.286-06:00	CX	2	alive	19.29075554 -99.29908541 3475.0 5.0	19.29075554	-99.29908541	3475	5	I	1	yes	1608050634275.jpg	6_cm	2.5	10	healthy	1	0	0	0	0	0	0	0															1608051429426.jpg	closed	1608051796384.jpg	5	5	1608051977166.jpg	no			cover	pine grass	0	1	0	0	1	0	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7272	830036e7-8dd9-4b92-a572-3b45dafd6daa	2020-12-16T01:25:59		1463	0	0	0	1	0	0	0
2020-12-15T11:12:38.356-06:00	2021-01-13T23:36:46.144-06:00	CX	2	alive	19.29044034 -99.29917959 3500.0 5.0	19.29044034	-99.29917959	3500	5	I	2	yes	1608052703098.jpg	6_cm	2.8	10	healthy	1	0	0	0	0	0	0	0															1608052864026.jpg	closed	1608053019858.jpg	4	4	1608053352213.jpg	no			cover	pine grass	0	1	0	0	1	0	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7273	fe120a34-0e99-4117-a669-5a4c6fdc2171	2020-12-16T01:27:02		1464	0	0	0	1	0	0	0
2020-12-20T11:44:47.597-06:00	2021-01-13T23:52:42.679-06:00	PN	34	alive	19.2953914 -99.3194159 3123.537841796875 4.812	19.2953914	-99.3194159	3123.537842	4.812	B	112	yes	1608486463853.jpg	6_cm	2.1	9	healthy	1	0	0	0	0	0	0	0															1608486728196.jpg	closed	1608486754111.jpg	7	4	1608486817749.jpg	no			exposed	fir bush grass other	1	0	0	1	1	1	yes	NP Distribucion simetrica Sin cajete	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		9215	75de6d97-5a1f-4912-b012-13d115582b25	2020-12-22T01:27:25		1465	0	0	0	1	0	0	0
2020-12-20T10:47:28.483-06:00	2021-01-13T23:53:12.972-06:00	PN	34	alive	19.2952131 -99.3197175 3090.990966796875 4.753	19.2952131	-99.3197175	3090.990967	4.753	B	104	yes	1608482934374.jpg	1_cm	0.85	5	healthy	1	0	0	0	0	0	0	0															1608482978244.jpg	closed	1608483035488.jpg	3	3	1608483065287.jpg	no			cover	fir grass other bush	1	0	0	1	1	1	yes	NP Distribucion simetrica Sin cajete	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		9199	f1422e9c-0738-4eae-b2bc-238c5f426ae3	2020-12-22T00:57:20		1466	0	0	0	1	0	0	0
2020-12-20T10:19:15.557-06:00	2021-01-13T23:52:07.838-06:00	PN	34	alive	19.2952426 -99.3194372 3108.884033203125 4.693	19.2952426	-99.3194372	3108.884033	4.693	B	102	yes	1608481280603.jpg	10_cm	5	12	drougth	0	0	0	1	0	0	0	0								less_10	1	0	0	0	0	0	1608481327720.jpg	closed	1608481423120.jpg	9	3	1608481463906.jpg	no			cover	fir bush grass other	1	0	0	1	1	1	yes	NP Distribucion simetrica Sin cajete	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8776	7901a66a-72d3-4ab0-a000-0bd2aa51bd54	2020-12-21T02:33:27		1467	0	0	0	1	0	0	0
2020-12-19T14:16:25.373-06:00	2021-01-13T23:40:16.712-06:00	CX	31	alive	19.298375 -99.2997118 3427.0 4.992	19.298375	-99.2997118	3427	4.992	C	80	yes	1608409086836.jpg	1_cm	1.1	8	ozone drougth other	0	1	0	1	0	0	0	1	50-70	0	0	0	1	0	0								1608409168982.jpg	closed	1608409188854.jpg	3	3	1608409226949.jpg	no			cover	grass bush	0	0	0	1	1	0	yes	SRX 2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8170	d0302ec9-f32d-42a8-ba0d-17ccd7af4293	2020-12-19T23:28:23		1468	0	0	0	1	0	0	0
2020-12-18T12:43:00.038-06:00	2021-01-13T23:40:46.856-06:00	CX	27	alive	19.3076546 -99.2908746 2966.2 4.9	19.3076546	-99.2908746	2966.2	4.9	A	61	yes	1608317058008.jpg	1_cm	0.8	3	drougth	0	0	0	1	0	0	0	0								less_10	1	0	0	0	0	0	1608317155820.jpg	closed	1608317180990.jpg	4	4	1608317225094.jpg	no			cover	other	0	0	0	0	0	1	yes	SRX 2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7971	5ed3da51-5633-43c5-9ebe-0bfd0b7e6fd8	2020-12-18T21:59:41		1469	0	0	0	1	0	0	0
2020-12-16T11:00:22.529-06:00	2021-01-13T23:42:41.832-06:00	CX	9	alive	19.290824 -99.3026986 3491.0 11.1	19.290824	-99.3026986	3491	11.1	C	26	yes	1608138409483.jpg	6_cm	1.65	9	drougth	0	0	0	1	0	0	0	0								Oct-40	0	1	0	0	0	0	1608138622530.jpg	closed	1608138577138.jpg	4	4	1608138673514.jpg	no			cover	fir grass other	1	0	0	0	1	1	yes	SRX 2014	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7459	e4bdc6e3-b48f-4061-bf9d-693ee817326d	2020-12-17T01:04:55		1470	0	0	0	1	0	0	0
2020-12-16T10:41:44.861-06:00	2021-01-13T23:42:55.552-06:00	CX	9	alive	19.2907915 -99.3025964 3488.0 5.0	19.2907915	-99.3025964	3488	5	C	24	yes	1608137034890.jpg	2_cm	1.45	8	ozone drougth	0	1	0	1	0	0	0	0	70-100	0	0	0	0	1	0								1608137180374.jpg	closed	1608137221365.jpg	3	3	1608137254406.jpg	no			cover	fir oak grass other	1	0	1	0	1	1	yes	SRX 2014	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7454	047091bc-6375-481b-ba50-b353794da8f2	2020-12-17T01:04:31		1471	0	0	0	1	0	0	0
2020-12-16T10:57:57.914-06:00	2021-01-13T23:43:10.585-06:00	CX	9	alive	19.2908873 -99.3025698 3509.67333984375 4.808	19.2908873	-99.3025698	3509.67334	4.808	H	32	yes	1608137956209.jpg	2_cm	1.3	8	ozone drougth	0	1	0	1	0	0	0	0	less_10	1	0	0	0	0	0								1608138186263.jpg	closed	1608138204626.jpg	7	5	1608138428422.jpg	no			cover	fir grass other	1	0	0	0	1	1	yes	SRX 2014	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7442	b339db43-28ba-448a-bf25-d62f793827e4	2020-12-17T01:03:02		1472	0	0	0	1	0	0	0
2020-12-16T10:19:50.894-06:00	2021-01-13T23:54:57.617-06:00	CX	9	alive	19.2909567 -99.3025255 3506.622802734375 4.484	19.2909567	-99.3025255	3506.622803	4.484	H	27	yes	1608135722881.jpg	1_cm	70		ozone drougth	0	1	0	1	0	0	0	0	less_10	1	0	0	0	0	0								1608135777803.jpg	closed	1608135798016.jpg	6	2	1608135848414.jpg	no			cover	fir bush grass	1	0	0	1	1	0	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7397	3c745091-7b2c-44c5-bd56-bd4eb58c4b04	2020-12-17T00:58:20		1473	0	0	0	1	0	0	0
2020-12-16T11:25:31.165-06:00	2021-01-13T23:44:50.796-06:00	CX	9	alive	19.2909128 -99.3025715 3499.8818359375 4.873	19.2909128	-99.3025715	3499.881836	4.873	H	35	yes	1608139581777.jpg	2_cm	1.4	11	ozone drougth	0	1	0	1	0	0	0	0	less_10	1	0	0	0	0	0								1608139747514.jpg	closed	1608139768998.jpg	6	4	1608139806982.jpg	no			exposed	fir grass other	1	0	0	0	1	1	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7456	1cc87eac-e2f9-41c2-af8b-21d7df99ddd8	2020-12-17T01:04:40		1474	0	0	0	1	0	0	0
2020-12-15T12:05:00.559-06:00	2021-01-13T23:46:25.428-06:00	CX	2	alive	19.29074671 -99.29914486 3502.0 4.0	19.29074671	-99.29914486	3502	4	I	5	yes	1608055786228.jpg	6_cm	2.7	10	healthy	1	0	0	0	0	0	0	0															1608056064453.jpg	closed	1608056154583.jpg	3	3	1608056268297.jpg	no			exposed	pine grass	0	1	0	0	1	0	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7281	4f33f3a6-bdfa-49a3-a88a-d1da33f882cf	2020-12-16T02:15:21		1475	0	0	0	1	0	0	0
2020-12-15T11:49:34.950-06:00	2021-01-13T23:46:40.821-06:00	CX	2	alive	19.29052525 -99.29908018 3435.0 4.0	19.29052525	-99.29908018	3435	4	I	4	yes	1608054915015.jpg	6_cm	3.8	9	healthy	1	0	0	0	0	0	0	0															1608055057866.jpg	closed	1608055262905.jpg	4	4	1608055377231.jpg	no			cover	fir grass	1	0	0	0	1	0	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7275	e72f05fd-5672-4533-9fa9-48fee4903d75	2020-12-16T01:29:07		1476	0	0	0	1	0	0	0
2020-12-15T10:15:24.535-06:00	2021-01-13T23:46:53.063-06:00	CX	2	alive	19.2909843 -99.2989938 3517.2 4.833	19.2909843	-99.2989938	3517.2	4.833	A	1	yes	1608051162775.jpg	10_cm	4	10	healthy	1	0	0	0	0	0	0	0															1608051605289.jpg	closed	1608051722167.jpg	5	5	1608052162567.jpg	no			cover	grass	0	0	0	0	1	0	yes	SRX 2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7060	425e233b-e313-4cc1-b95c-32c9e0054790	2020-12-15T23:32:02	validation_status_approved	1477	0	0	0	1	0	0	0
2020-12-16T10:10:33.138-06:00	2021-01-13T23:47:53.322-06:00	CX	9	alive	19.2909149 -99.3025123 3513.18212890625 4.645	19.2909149	-99.3025123	3513.182129	4.645	H	26	yes	1608135271369.jpg	2_cm	1.1	9	ozone drougth	0	1	0	1	0	0	0	0	less_10	1	0	0	0	0	0								1608135354478.jpg	closed	1608135373627.jpg	7	3	1608135434485.jpg	no			exposed	fir grass other	1	0	0	0	1	1	yes	SRX 2014	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7392	62e982a9-fb1f-4652-9d62-87e1c5c43c99	2020-12-17T00:57:40		1478	0	0	0	1	0	0	0
2020-12-20T12:13:26.133-06:00	2021-01-13T23:48:47.114-06:00	PN	36	alive	19.2963115 -99.3188065 3136.8 4.94	19.2963115	-99.3188065	3136.8	4.94	A	95	yes	1608488063989.jpg	2_cm	1	10	drougth other	0	0	0	1	0	0	0	1								50	0	0	1	0	0	0	1608488214806.jpg	closed	1608488226150.jpg	5	4	1608488263282.jpg	no			exposed	grass	0	0	0	0	1	0	yes	NP	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		9041	3c687cf6-5bbd-48b2-8a61-9e6beb05c021	2020-12-21T23:03:39		1479	0	0	0	1	0	0	0
2020-12-20T11:21:48.882-06:00	2021-01-13T23:48:58.836-06:00	PN	36	alive	19.2963168 -99.3189344 3094.6 4.98	19.2963168	-99.3189344	3094.6	4.98	A	89	yes	1608484973570.jpg	0.5_cm	0.75	7	drougth other	0	0	0	1	0	0	0	1								50	0	0	1	0	0	0	1608485100692.jpg	closed	1608485116702.jpg	4	3	1608485157643.jpg	no			cover	bush grass other	0	0	0	1	1	1	yes	NP	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		9035	04aed523-908f-41a8-af68-f2c2704c772f	2020-12-21T23:02:44		1480	0	0	0	1	0	0	0
2020-12-19T13:58:40.915-05:00	2021-01-13T23:55:58.260-06:00	CX	33	alive	19.2987713 -99.2993252 3431.0 5.0	19.2987713	-99.2993252	3431	5	L	92	yes	1608404400911.jpg	1_cm	45		healthy	1	0	0	0	0	0	0	0															1608404430523.jpg	closed	1608404458588.jpg	4	2	1608404499451.jpg	no			cover	fir grass bush	1	0	0	1	1	0	yes	2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8353	63763d2a-a8d9-41c2-b941-b450751d0235	2020-12-20T07:22:06		1481	0	0	0	1	0	0	0
2020-12-19T13:22:46.542-05:00	2021-01-13T23:56:46.692-06:00	CX	33	alive	19.2989105 -99.2993148 3415.0 5.0	19.2989105	-99.2993148	3415	5	L	87	yes	1608402250220.jpg	0.5_cm	30		healthy	1	0	0	0	0	0	0	0															1608402278618.jpg	not_visible	1608402298579.jpg	2	1	1608402386130.jpg	no			cover	fir bush grass	1	0	0	1	1	0	yes	2016	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8350	78dc47fb-b987-492d-9ff9-a05395ee35b8	2020-12-20T07:03:47		1482	0	0	0	1	0	0	0
2020-12-20T11:05:49.717-06:00	2021-01-14T00:03:28.488-06:00	PN	35	alive	19.2959034 -99.3191887 3120.5223938794807 4.964	19.2959034	-99.3191887	3120.522394	4.964	E	159	yes	1608483997397.jpg	2_cm	1.8	7	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608484047051.jpg	closed	1608484139955.jpg	3	3	1608484166522.jpg	no			cover	grass	0	0	0	0	1	0	yes	Np	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8428	57eada54-8a32-443b-ad5c-7d4171e3ceb2	2020-12-20T22:55:43		1483	0	0	0	1	0	0	0
2020-12-20T11:09:39.497-06:00	2021-01-14T00:03:40.912-06:00	PN	35	alive	19.2958281 -99.3189837 3122.198819451034 4.9	19.2958281	-99.3189837	3122.198819	4.9	E	160	yes	1608484252829.jpg	2_cm	2	7	ozone fungi	0	1	1	0	0	0	0	0	less_10	1	0	0	0	0	0								1608484341299.jpg	closed	1608484374621.jpg	4	4	1608484400140.jpg	no			cover	grass	0	0	0	0	1	0	yes	Np	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8429	dab60150-8504-424c-9abc-42a3a636ff5f	2020-12-20T22:55:56		1484	0	0	0	1	0	0	0
2020-12-20T11:21:20.099-06:00	2021-01-14T00:03:55.024-06:00	PN	35	alive	19.296087 -99.3189545 3133.248870583251 4.9	19.296087	-99.3189545	3133.248871	4.9	E	161	yes	1608484923475.jpg	1_cm	0.6	8	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608484994776.jpg	closed	1608485026105.jpg	3	3	1608485044883.jpg	no			cover	grass	0	0	0	0	1	0	yes	Np	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8431	afffbd71-909a-4939-960c-782934a7ffa9	2020-12-20T22:56:08		1485	0	0	0	1	0	0	0
2020-12-20T11:43:08.155-06:00	2021-01-14T00:04:18.251-06:00	PN	35	alive	19.2957787 -99.3190831 3127.625852117315 4.9	19.2957787	-99.3190831	3127.625852	4.9	E	163	yes	1608486251664.jpg	2_cm	1.6	7	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608486314587.jpg	closed	1608486354044.jpg	3	3	1608486379025.jpg	no			cover	grass	0	0	0	0	1	0	yes	NP	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8434	d0f6a7d4-03ea-4b33-9d75-66dc711e5a02	2020-12-20T22:56:29		1486	0	0	0	1	0	0	0
